source,name_data,food_data,found_edibilty,Mistral_scientific_name,Mistral_edibles
000008-b.json,"['NEEDLE-LEAVED TREES AND SHRUBS', '3 Balsam fir', 'Abies balsamea Pinaceae (Pine family)']","FOOD USE: Cam-bium (see p. 30)in early summer.Immature seedcones can be gath-ered in late summer(if you can accessthe tree tops) andused somethinglike spruce tips fortheir tangy, piney,aromatic flavor indrinks, confections,or pickles.",True, Abies balsamea,"
    'immature seedcones'"
000009-a.json,"['PLANTS WITH FRUIT COMPOSED OF MULTIPLE SMALL FRUITLETS', '9 Dewberry', '3', '[WE-61', 'genus Rubus (numerous species) Rosaceae (Rose', 'family)']",FOOD USE: Berries ripen in summer and are delicious fresh or in various desserts. Conservation 1.,True, Rubus dewberry,"
    'berries'"
000009-b.json,"['5 Saltwort', '3', 'Batis maritima family Bataceae']","FOOD USE: Tender leaves and branch tips makea mild salty vegetable, raw or cooked. Conserva-tion 2.",True, Batis maritima,"
    'leaves','branch tips'"
000010-a.json,"['PLANTS WITH FRUIT COMPOSED OF MULTIPLE SMALL FRUITLETS', '11 Plumboy', '3', 'IWE-67', 'Rubus pubescens', 'Rosaceae (Rose family)']",FOOD USE: Berries ripen in early summer and are delicious but hard to collect in quantity. Conservation 1.,True, Rubus pubescens,"
    'berries'"
000010-b.json,"['NEEDLE-LEAVED TREES AND SHRUBS', '7', 'Common juniper', 'Juniperus', 'communis Cupressaceae (Cypress family)']","FOOD USE: The berries are used as a seasoning in soups, sauerkraut, alcoholic beverages (gin), and manyother applications. Tender spring branch tips can be used sparingly as a seasoning herb. Needles can alsobe steeped for tea. Conservation 1.",True, Juniperus communis,"
    'berries'

    or

    ['berries','tender spring branch tips','needles']

    (depending on whether or not you want to extract multiple edible parts)"
000011-a.json,"['NEEDLE-LEAVED TREES AND SHRUBS', '2 Spruce', '9.1', '2', '2', 'genus Picea Pinaceae (Pine family)']","FOOD USE: Inner bark and cambium (p. 30) can be peeled early in the growing season. Shoots (spruce tips)in spring and early summer can be pickled, used in salads, blended in smoothies, or steeped for flavoringdrinks. Conservation 3/1.",True," Picea

    Input:

    ['NEEDLE-LEAVED TREES AND SHRUBS', '2 Spruce', '9.1', '2', '2', 'genus Picea Pinaceae (Pine family) species Engelmanni']

    Output:
     Picea engelmannii","
    'inner bark','shoots'"
000011-b.json,"['2', 'TREES', 'Butternut', 'AND', 'SHRUBS', 'O3', 'Juglans', 'cinerea', 'FH-157']","FOOD USE: Gather the nuts as they fall in autumn, or shake them downwhen ripe. Hit the end with a hammer to loosen the husk, then let themdry for a few weeks. Crack with a hammer by striking either end, not theside. Immature nuts can be pickled in their husks. Trunks can be tappedfor syrup like maples, but this puts the trees at greater risk for cankerinfection and is therefore advised against. Conservation 1.",True, Juglans cinerea,"
    'nuts'"
000012-a.json,"['NEEDLE-LEAVED TREES AND SHRUBS', '4 Eastern hemlock', '5.1', 'Tsuga', 'canadensis Pinaceae (Pine family)']","FOOD USE: Needles can be boiled or steeped for a weakly flavored tea at any time-not great, but whenbackcountry camping, it's better than plain melted snow or boiled lake water. In early summer the whiteinner bark can be peeled from the hard outer bark, dried, and pounded or blended into a powder. This is okaymixed with flour for baking, as an extenderfor oatmeal or hot cereal, or to drink as a sortof sturry. Conservation 3/1.",True, Tsuga canadensis," 'bark','inner bark'"
000013-a.json,"['NEEDLE-LEAVED TREES AND SHRUBS', '6 Black crowberry', '2', 'Empetrum nigrum family Empetraceae']","FOOD USE: Gather the berries by hand or rake in late summer and fall. Eat fresh, use in hot cereal, or makejuice. Flavor is mild but pleasant. Sometimes they remain available into winter and the following spring.Conservation 1.",True, Empetrum nigrum,"
    'berries'"
000015-a.json,"['TREES AND SHRUBS WITH NUTS', '82', '1', 'Black', 'walnut', '1', 'Juglandaceae', '(Walnut', 'family)', ':', 'Juglans', 'nigra', 'fruits', 'with', 'leaves', 'and', 'spherical', 'green']","FOOD USE: Pick nuts off the ground in autumn. Soft hulls can hands beremoved by stomping or smashing (Gloves help prevent stained forand sore fingers from the caustic juice of the hulls.) Dry the nuts is afew weeks before cracking. They have a strong, unique flavor thatexcellent in baked goodsand ice cream. Imma-ture fruits (husk andnuts together) in earlysummer can be pickledor used to make nocino.The trees can also betapped to make syrup invery early spring in thesame way that maplesare. Conservation 1.",True, Juglans nigra, 'nuts'
000015-b.json,"['TREES', 'AND', 'SHRUBS', '12 American chestnut', 'Castanea', '03', 'dentata', 'Fagaceae']",FOOD USE: Gather nuts in autumn and use like domestic chest-nuts. Conservation 1.,True, Castanea dentata,"
    'nuts'"
000016-a.json,"['TREES AND SHRUBS WITH NUTS', 'HICKORY', 'IWE-134', 'genus', 'Carya', 'Juglandaceae', '(Walnut', 'family)', 'nut', 'CHECK: Pinnately compound leaves; fruits with multiple-part 1. peeling husk containing a single', 'with a Large trees, the trunks single and erect, dominant, usually into longitudinal straight and ridges']","FOOD USE: Nuts can be gathered from theground after they have fallen in autumn or earlywinter, or you can shake them down. Dry tofacilitate cracking and shelling. Crack with ahammer or vise, applying pressure to the nar-row face of the nut. Remove nutmeats with anutpick and small wire cutters. Some specieshave kernel lobes locked into the shell, andthese are difficult to remove. Such nuts arebetter used to make hickory milk by poundingTypical nuts from four hickory species: mockernut (upperin a mortar or pulverizing in a blender and thenright), bitternut (upper left). shagbark (lower right), and shell-bark (lower left).boiling; the mixture is gently stirred so that theshells remain on the bottom but the nutmeatpieces are suspended in the liquid, which isthen ladled off and used as a beverage, soupbase, or cooking liquid. Some hickories yieldvery small amounts of sugary sap when tapped.Conservation 1.",True," Carya

    Input:
    ['PLANTS WITH FLOWERS', 'ROSE', 'Rosa rugosa', 'Genus: Rosa', 'Species: rugosa', 'Rose family', 'Rosaceae']

    Output:
     Rosa rugosa","
    'nuts'"
000016-b.json,"['TREES AND', 'HAZELNUT', 'NG-197', 'genus Corylus + Betulaceae (Birch family)']","FOOD USE: Pick the green leafy clusters in late summer whenthe nutshells have turned light brown. (Don't wait for the husksto turn brown!) Wear gloves for collecting beaked hazel. Drythe husks, dance on them in a barrel or gunnysack, then pickthe nuts out by hand. Before doing this you can singe the glo-chids off of beaked hazelnuts. Once separated, the nuts canbe cracked, shelled, and used like domestic hazelnuts-butthey taste better. Wild hazelnuts make a fantastic nut milk.They store up to 2 years in the shell, but once cracked shouldbe used within 3-5 months. Conservation 1.",True, Corylus betulaceae,"
    'hazelnuts'"
000017-b.json,"['TREES', 'AND', 'OAK', 'SHRUBS', 'WITH', 'NUTS', 'genus', 'Quercus', 'Fagaceae', '(Beech']","FOOD USE: All acorns are edible but contain tannins which should be leached from the nutmeats beforethey are eaten in a serving-size quantity. Acorn size has a large impact on labor-efficiency, so the specieshighlighted here are mostly those with larger acorns. You can shell acorns immediately or dry them first.After shelling they can be hot-leached by boiling in several water changes, whole or chopped into smallerpieces. Hot-leached acorns can be used like beans in chili, or they can be dried and ground into a flour thatcan be mixed with other flours for baking. Acorns can also be cold-leached by grinding them into a fine flourand soaking in several changes of cold water or percolating water through them. Cold-leached flour can bebaked into a cheese-like food that is hearty and filling. Korean starch extraction involves pulverizing freshacorn meats in a wet blender and percolating cold water through the fine material; the starch granules arethen settled by gravity out of the percolated water. Some acorns can also be pressed or boiled to extract oil.It is hard to generalize about the use of acorns as food because there are 3 main types or groups of acorns inour region, each with distinct physical and chemical characteristics. Though traditionally lumped togetheras ""acorns,"" these groups differ far more than many other groups of edible plants that we traditionally splitup. Conservation 1.RED (BLACK) OAK GROUP: These 10-12 species have mostly medium-sized acorns (but on two specthey are large). They have creamy to yellow flesh, a velvety-hairy inner cup lining, and unequal cotyledooften with a large convolution, meeting with curved or angled faces. Tannin levels are moderate readily to high inmoderate. These take two years to develop on the tree and germinate in spring They cold-leached dry flour.levels shell; once dried they keep for several years. They are ideal for making hot-leached orGROUP: About 25 species, the acorns small to large, longer than broad, with the creamy-color cup lining is noWHITE OAK equal cotyledons meeting with flat faces and lacking convolutions; dried they are harder than redflesh, having acorns nearly of this group are more difficult to dry in the shell. are low. When These develop in one season andhairy. oaks acorns. Large Tannin levels are moderately low to or high; two oil in levels storage. They are ideal for hot-leached or cold-theyrancidifyafterayeargerminateinautumn;andKoreanstarchprocessing.leachedflourbroadorbroaderthanlong,specieshavesmalltotinyacorns,asTheseyellow-orangewhendry).TheyarehighORANGEFLESHGROUP:todullThefleshisoaks,thecotyledonsareapproximatelydarkshells.whitemostlywithveryoiltheyovertwoseasons,growfromintanninmuchhigher(35-55%)developandandlackoilandcanalsobeleachedandmeetwithflatfaces,equal,hairs,andgerminateinspring.Theyacupwithvelvetywidelyrecognizedbytaxonomists.eaten.Thisgroupisnot81TREESANDOAKSHRUBSWITHNUTSgenusQuercusFagaceae(BeechQUICKCHECK:Nutsfamily)withIDdifficulty1.COLLECTIVEsinglyinaleafformsDESCRIPTION:cup-likestructure.andecologicalmoderatelythicktowithregion,withhighlyBladesvariablethickandtough;thetheflakes,orandentire,variableshapesalternate,fissures.Veinsincludesimple,Twigsdeeplybornepinnatelyonshortcatkins,flatFlowerslobed,petioles.whiletheabove.ovateandfemaleareattachedwind-pollinatedtoothed,andsphericaldirectlyinspring.elliptictototheMaleflowersbornesinglyelongatedinascalynutcup(acorn),(thescalesradiallysymmetricaltwigswithoraonnipple-likeshortstalks,andsinglythin,orinsmallgroups.Fruitlimphanginwide,light-coloredsometimessupportinghair-likesmooth,flexibleshell,acotyledons(sometimeszoneofattachment.Thenutmeatiscreamy,yellowish,burs).Atthebottomofthenutisathinskin(testa)thatisunequally),thesurfacesmoothorwithafewfoldsororbrightconvolutions,orange,dividedcoveredintowithtwosometimeshairy.aECOLOGY:GenerallytheyMostdominateoaksareassociatedwithfireandaredrought-tolerant,althoughsomeareOaksoftenslightlypoorersoilsthanmesictreessuchasmaple,ash,elm,andswampbasswood.trees.occurinassociationwithpinesandhickories.Allthespecieslistedherearebuckeye,native.FOODUSE:Allacornsareediblebutcontaintanninswhichshouldbeleachedfromthenutmeatsbeforetheyareeateninaserving-sizequantity.Acornsizehasalargeimpactonlabor-efficiency,sothespecieshighlightedherearemostlythosewithlargeracorns.Youcanshellacornsimmediatelyordrythemfirst.Aftershellingtheycanbehot-leachedbyboilinginseveralwaterchanges,wholeorchoppedintosmallerpieces.Hot-leachedacornscanbeusedlikebeansinchili,ortheycanbedriedandgroundintoaflourthatcanbemixedwithotherfloursforbaking.Acornscanalsobecold-leachedbygrindingthemintoafineflourandsoakinginseveralchangesofcoldwaterorpercolatingwaterthroughthem.Cold-leachedflourcanbebakedintoacheese-likefoodthatisheartyandfilling.Koreanstarchextractioninvolvespulverizingfreshacornmeatsinawetblenderandpercolatingcoldwaterthroughthefinematerial;thestarchgranulesarethensettledbygravityoutofthepercolatedwater.Someacornscanalsobepressedorboiledtoextractoil.Itishardtogeneralizeabouttheuseofacornsasfoodbecausethereare3maintypesorgroupsofacornsinourregion,eachwithdistinctphysicalandchemicalcharacteristics.Thoughtraditionallylumpedtogetheras""acorns,""thesegroupsdifferfarmorethanmanyothergroupsofedibleplantsthatwetraditionallysplitup.Conservation1.RED(BLACK)OAKGROUP:These10-12specieshavemostlymedium-sizedacorns(butontwospectheyarelarge).Theyhavecreamytoyellowflesh,avelvety-hairyinnercuplining,andunequalcotyledooftenwithalargeconvolution,meetingwithcurvedorangledfaces.Tanninlevelsaremoderatereadilytohighinmoderate.ThesetaketwoyearstodeveloponthetreeandgerminateinspringTheycold-leacheddryflour.levelsshell;oncedriedtheykeepforseveralyears.Theyareidealformakinghot-leachedorGROUP:About25species,theacornssmalltolarge,longerthanbroad,withthecreamy-colorcupliningisnoWHITEOAKequalcotyledonsmeetingwithflatfacesandlackingconvolutions;driedtheyareharderthanredflesh,havingacornsnearlyofthisgrouparemoredifficulttodryintheshell.arelow.WhenThesedevelopinoneseasonandhairy.oaksacorns.LargeTanninlevelsaremoderatelylowtoorhigh;twooilinlevelsstorage.Theyareidealforhot-leachedorcold-theyrancidifyafterayeargerminateinautumn;andKoreanstarchprocessing.leachedflourbroadorbroaderthanlong,specieshavesmalltotinyacorns,asTheseyellow-orangewhendry).TheyarehighORANGEFLESHGROUP:todullThefleshisoaks,thecotyledonsareapproximatelydarkshells.whitemostlywithveryoiltheyovertwoseasons,growfromintanninmuchhigher(35-55%)developandandlackoilandcanalsobeleachedandmeetwithflatfaces,equal,hairs,andgerminateinspring.Theyacupwithvelvetywidelyrecognizedbytaxonomists.eaten.Thisgroupisnot81",True," Quercus Fagaceae

    Input:
    ['Plants', 'Classification', 'Kingdom:', 'Plantae', 'Division:', 'Magnoliophyta', 'Class:', 'Magnoliopsida', 'Order:', 'Sapindales', 'Family:', 'Sapindaceae', 'Genus:', 'Acer', 'Species:', 'palmatum']

    Output:
     Acer palmatum","
    'acorns'"
000019-a.json,"['TREES AND SHRUBS WITH NUTS', '11 Beech', '03', 's', 'it', '1', 'Fagus grandifolia . Fagaceae (Beech family)']","FOOD USE: Gather nuts as they fall to the ground about the time that the leaves drop in autumn. Crack afew open to check for empties, which are often prevalent. Shell by teeth, with a nutcracker, or between twocutting boards. Store by drying in the shell. Beechnuts make a good snack or addition to hot cereal or bakedgoods. They are traditionally pressed for oil in parts of Europe, but I have not done this. Young leaves aremarginally edible in early spring. Conservation 1.",True, Fagus grandifolia, 'nuts'
000020-a.json,"['TREES AND SHRUBS WITH NUTS', '13 Chinkapin', 'is', '3', 'Castanea pumila Fagaceae (Beech family)', 'CHECK: Shrubby tree or hush, narrow leaves with bristle-tipped 2. teeth and single,']",FOOD USE: Nuts ripen in autumn andcan be gathered and used like smallchestnuts. Conservation 2.,True, Castanea pumila,"
    'nuts'"
000020-b.json,"['TREES OR SHRUBS WITH LARGE FLESHY FRUITS (OVER 0.8""/2 CM)', '2 Trifoliate orange 02', 'Citrus trifoliata + family Rutaceae']","FOOD USE: The oranges have a very sour juice thatcan be used like lemon juice, but it definitely has its owntwist. It is often derided for not being a real lemon, butI think it makes a really good lemonade or flavoring forcarbonated water.",True, Citrus trifoliata,"
    'oranges'"
000021-b.json,"['TREES', 'OR', 'SHRUBS', 'WITH', 'LARGE', 'FLESHY', 'FRUITS', '(OVER', '0.8""/2 CM)', '4 Black persimmon 03', 'Diospyros', 'texanum', 'Ebenaceae', '(Persimmon']",FOOD USE: Ripe fruit (late summer to early autumn) can be eaten rightoff the tree or the pulp used in baking or for fruit leather. it canalso be usedto make wine. Conservation 1.,True, Diospyros texanum,"
    'fruit'"
000022-b.json,"['TREES', 'OR SHRUBS FLESHY FRUITS 0.8""/2 CM)', '6', 'Ogeechee', 'lime', 'o', '1', 'Nyssa', 'ogeche', 'Cornaceae']","FOOD USE: The fruits are very sour and can be used in juice mixes, jams, jellies, or other situations wherethis quality is desired. Conservation",True, Nyssa ogeche,"
    'fruits'"
000023-b.json,"['TREES', 'OR', 'FLESHY', 'FRUITS', '8', '(OVER', 'Apple', '/2 CM)', '3', 'Malus', 'domestica', 'Rosaceae', '(Rose']","FOOD USE: Wildapples can be usedin the same ways ascultivated apples, butyou must be selectiveabout the fruit. Sometrees have excellentflavor.",True,Malus domestica,"
    'fruit'"
000025-a.json,"['TREES OR SHRUBS WITH LARGE FLESHY FRUITS (OVER 0.8"" 2 CM)', '03', 'IWE-253', '3', 'Diospyros Persimmon virginiana Ebenaceae (Persimmon family)']","FOOD USE: Gather the fruit from the tree or the ground when it is fully ripe and softened. Allow nearly-ripefruit to soften after picking. Even slightly unripe persimmons can leave a potent and unpleasant astringencyin the mouth. Ripening time varies greatly between trees, from late August to November. Persimmons can beeaten raw, or the pulp can be separated from the seeds and used in baking much like pumpkin. The texturechanges dramatically when cooked. Dried or fresh leaves are used for tea. Conservation",True, Diospyros virginiana," 'fruit','pulp'"
000025-b.json,"['Ice', 'BROADLEAF TREES WITH SMALL FLESHY FRUITS', '1 Mountain-ash', '1', 'genus Sorbus', 'Rosaceae (Rose family)']","FOOD USE: Pick fruit after it fully ripens in autumn. Some observed sources thisfrosts sweeten and mellow the flavor; have not make jams orsay that testing it many times. The fruit can be Conservation used to 1.despite preserves, or crushed and dried for future use. quantitiesberriesareeasytopickinenormousisbitter",True," Sorbus
    
    --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","
    'fruit'"
000026-a.json,"['TREES OR SHRUBS WITH LARGE FLESHY FRUITS (OVER 0.9"" /2 CM)', 'Native crabapples', '(1)', '7', 'genus Malus (in part) Rosaceae (Rose family)']","FOOD USE: These ripen in mid to late autumn as or after the leaves fall and can be picked from the tree orthe ground. They can be simmered to make a sour, high-pectin juice to mix with milder fruits like elderberryfor making jelly. They can also be canned or made into an extremely sour sauce or fruit leather. Children mightenjoy nibbling them raw, as I used to. They remain hard for months at room temperature. Conservation 1.",True," Malus

    Input:

    ['AQUATIC PLANTS', 'Pontederia', 'P. cordata', 'Common name: water-willow', 'Genus: Pontederia, Family: Pontederiaceae']

    Output:
     Pontederia cordata", 'apples'
000027-a.json,"['BROADLEAF TREES WITH SMALL FLESHY FRUITS', ""Devil's walking stick"", '2', '2', 'spinosa', 'Araliaceae (Ginseng family)', 'Aralia', 'thick twigs and prickly bark; leaves umbels. very ID large difficulty and 1.', 'multi-', 'quick ID: flowers Enormous, and very fruit in large clusters with numerous 6"" (15 cm)', 'in', 'compound; Large shrub or small tree, 10-35 (3-11 m) tali The and crowns up to are open with']","FOOD USE: The shoots in spring can be eatencooked or raw while they are still tender, before anyprickles have become hard. They have an aromatic,slightly fruity flavor and are best peeled, as the skintastes strong and unpleasant. Conservation 2.",True, Aralia spinosa,"
    'shoots'"
000027-b.json,"['BROADLEAF', 'TREES', 'WITH', 'SMALL', 'Black', 'FLESHY', '5', 'FRUITS', 'cherry', '2', '[.l', 'Prunus', 'NG-293', 'serotina', 'Rosaceae', '(Rose']","FOOD USE: Strip cherries from clusters; ripe ones will detach easily. They may be eaten raw, but more com-monly are cooked. You can separate pulp from seeds in a food mill for jams and desserts. Dried pulp will turnout thick and sticky like prunes. For juice, use a steam-juicer or simmer fruit and then strain through a jellycloth. Conservation 1.",True, Prunus serotina,"
    'cherries'"
