source,name_data,food_data,found_edibilty,Mistral_scientific_name
0006_b.txt,"Ö
tem
SUCCULENT LEAFLESS STEMS (CACTI AND GLASSWORT)
2
Prickly pear
2
genus Opuntia Cactaceae (Cactus family) NG-206
","FOOD USE: Young pads that still have vestigial leaves in early summer make a good cooked vegetable; older
pads are edible but of lower quality. Pick pads with gloves or tongs in one hand and a knife in the other. The
larger spines and the tiny glochids must be cut, burned, or scraped off. I use a copper scratch pad for the latter
Cleaned pads can be cut into strips and fried with other vegetables or added to soups. Flower petals, available
in early to mid summer, are easy to collect and innocuous. They make a
pleasant nibble or addition to salads or vegetable dishes. Fruits, called
prickly pears or tunas, ripen in late summer or early autumn. The flavor
of some species reminds me of melons, in others of cherries. Remove
the glochids by scrubbing and rinsing. Fruits are delicious raw and can
be made into juice, jelly, or many other preparations. They store well in
a refrigerator. Seeds have a tough shell but contain a nutritious kernel:
they can be chewed up or pounded for use in gruel. Conservation 2/1.
",True, Opuntia cactus
0007_a.txt,"SUCCULENT LEAFLESS STEMS (CACTI AND GLASSWORT)
3 Cane cholla
1
(Cactus
family)
imbricata
Cactaceae
Cylindropuntia CHECK: Bush-like cactus with spreading branches difficulty covered 1. with high, raised
","USE: The ripe fruits are rather dry and have a bland chalky flavor but they are abundant and stems not
FOOD distasteful; can eat them raw, roasted, or boiled. (This is the only part I have eaten.) The young not
formerly you roasted and rubbed of their spines, then eaten or dried for storage, although they were roasted
highly were preferred and are rarely eaten today. I have not heard of the flower buds of this species being
and eaten like some of its western relatives, but that does
not mean it wasn't done or is impossible. Conservation 1.
",True, Cylindropuntia imbricata
0007_b.txt,"SUCCULENT LEAPLESS STEMS (CACTI AND GLASSWORT)
5 Glasswort
3
genus Salicornia
family Amaranthaceae
","FOOD USE: Gather top growth from spring through fall, going down only as far as the stems are tender Scane
on the beach or use them chopped into salads. The flavor is pleasantly salty and mild, the texture crisp when
raw-but it is also good cooked. Stem sections are also sometimes pickled. Conservation 2.
SPECIES: The coastal annual glassworts, described above, are sometimes lumped under the name S. euro
pea, and sometimes split into multiple species. Plants from the northern Great Plains are often separated as
S. rubra. Perennial glassworts are known as S. depressa or S. ambigua. These spread by rhizome to form dense
mats. The stems are shorter and unbranched, with segments packed very densely toward the tips. Perenn 31
glassworts are somewhat tougher than the annual species.
",True, Salicornia glasswort
0008_b.txt,"1
Asian mulberry
3
2
IN
IWE-231
Morus alba + Moraceae (Mulberry family)
","FOOD USE: Gather berries from the branches by hand or shake them onto a tarp or cloth. They can be dried,
eaten fresh, or used in jams, jellies, pies, juice, or ice cream. Young leaves, especially on stump sprouts, can be
eaten as a cooked green and have been traditionally dried and powdered as a flour additive. Note: the warnings
sometimes seen about mulberry sap being hallucinogenic seem overblown and irrelevant to normal food use.
",True, Morus alba
0009_a.txt,"PLANTS WITH FRUIT COMPOSED OF MULTIPLE SMALL
2 American mulberry
3
3
IWE-231
Morus rubra Moraceae (Mulberry family)
","FOOD USE: Gather ripe berries ID early summer.
These are larger and better tasting than those of
Asian mulberry. Tender young shoots and leaves are
excellent raw or cooked. Conservation 1.
",True, Morus rubra
0009_b.txt,"OF
3 Purple-flowered raspberry
2
Rubus odoratus
1
IWE-65
Rosaceae (Rose family)
","FOOD USE: The berries ripen in late summer but are pro-
duced sparsely, making them hard to collect in quantity. They
are rather dry, but the flavor is still good. Primocane shoots
in late spring can be peeled and eaten raw. Conservation 1.
",True, Rubus odoratus
0010_a.txt,"PLANTS
WITH
FRUIT
5 Red raspberry
3
=D
IWE-62
2
Rubus idaeus Rosaceae (Rose family)
","everything FOOD USE: else, too. Peeled shoots are small but good raw. The leaves can be used fresh or dried
Conservation 1.
",True, Rubus idaeus
0010_b.txt,"6
Wineberry
3
2
IWE-66
Rubus phoenicolasius
Rosaceae (Rose family)
","FOOD USE: Berries are excellent for all the uses of blackberries and
raspberries, and the large clusters make them easy to collect. The
shoots are edible and peel easily.
",True, Rubus phoenicolasius
0011_a.txt,"PLANTS WITH FRUIT COMPOSED OF MULTIPLE SMALL FRUITLETS
Black raspberry
3
3
IWE-63
7
Rubus occidentalis Rosaceae (Rose family)
","FOOD USE: Berries ripen more uniformly than red raspberries, and this, coupled with their more clustered
nature, makes it possible to collect them faster. They are less acidic than red raspberries, and I think they are
better for pie or snacking, but not as good for jam (although still great). The shoots peel easier than those of
other brambles, and in my opinion taste the best. Conservation 1.
",True, Rubus occidentalis
0011_b.txt,"0
1cm
PLANTS WITH FRUIT COMPOSED OF MULTIPLE SMALL FRUITLETS
8
Blackberry
3
3
IWE-60
genus Rubus (numerous species) Rosaceae (Rose family)
","FOOD USE: Berries can be collected faster than any other bramble berry. This is why we like to make urce
from them. Their biggest drawback is the large seeds, but these can be removed by straining. Shoots are
edible but slightly astringent and harder to peel than those of other brambles. Tufted shoots are a special zed
structure that appears on the common blackberry Rubus allegheniensis (and possibly other species) in response
to cutting or browsing of the regular shoots in early summer. These are thin, flimsy, and densely packed along
the rhizome; they lack prickles and have ternate leaves only. A few weeks after forming they wilt rapidly and
die, usually succumbing to an orange blight. They are tender and delicious raw if you get them young enough.
lacking the normal astringency of blackberry shoots, and do not need to be peeled. Conservation 1.
",True, Rubus rosae (assuming Blackberry is a specific species in the Rubus genus)
0012_a.txt,"PLANTS WITH FRUIT COMPOSED OF MULTIPLE SMALL FRUITLETS
9 Dewberry
3
IWE-61
genus Rubus (numerous species) Rosaceae (Rose family)
","FOOD USE: Berries ripen in summer and are delicious fresh or in various desserts. Conservation 1.
",True, Rubus iwe-61
0012_b.txt,"WITH FRUIT COMPOSED OF MULTIPLE SMALL FRUITLETS
10 Cloudberry
3
IWE-68
Rubus chamaemorus
Rosaceae (Rose family)
","FOOD USE: The berries get lighter, not darker, as they ripen. They can be used in almost any fruity desser!
to great effect. Or just go out in the bog and stuff your face. Conservation 1.
",True, Rubus chamaemorus
0013_a.txt,"03
11
Plumboy
3
[] IWE-67
Rubus pubescens
Rosaceae (Rose family)
","FOOD USE: Berries ripen in early summer and are delicious but hard to collect in quantity. Conservation 1.
",True, Rubus pubescens
0013_b.txt,"12 Nagoonberry
3 U IWE-67
Rubus arcticus + Rosaceae (Rose family)
","FOOD USE: Berries ripen in late summer and are slow to gather, but worth it. Conservation 1.
",True, Rubus arcticus
0014_a.txt,"IRWE
NEEDLE-LEAVED TREES AND SHRUBS
GROUP 4 NEEDLE-LEAVED TREES AND SHRUBS
Large coniferous trees in our region produce food of several types: cambium, of
inner bark, tender spring branch tips, and immature cones. The needles
several can also be used to steep a tea. None of our pines produce nuts,
however. Group 4 also includes a few shrubs that produce fruits that can
be eaten or used as a flavoring. Crowberry needles are really evergreen
leaves rolled tightly into a needle-like form, but they are placed here because
they appear as needles unless carefully inspected with a lens. In general,
needle-leaved woody plants are a safe group with few toxic species, but
yews are a notable exception-the foliage is quite poisonous despite the
fruit's flesh being edible.
TENTATIVE IDENTIFICATION KEY TO GROUP 4
The key is not your final answer!
Trees.
Needles in wrapped bundles of 2-5.
1. Pine
Needles single, not wrapped in bundles.
Needles short, overlapping, pointed scales pressed against the twig.
& Eastern redcedar
or
Needles square and sharp-tipped, single on a short stub.
2. Spruce
Needles flat, round-tipped, gray-striped below.
Bark smooth with pitch bubbles; top spire-like, stiff, cones erect.
3. Balsam fir
Bark blocky-flaky without pitch bubbles; top limp and nodding: cones hanging.
4. Hemlock
Shrubs.
Seashore shrub with paired, fleshy needles.
5. Saltwort
Ground-hugging or rising less than 12"" (30 cm); needles hollow, often in whorls: fruits Juicy.
6. Black crowberry
Shrubs with flat needles, rising 1-10' (0.3-3 m) high.
Needles in whorls of 3, with a stiff, sharp tip and a gray stripe above.
7. Common juniper
Needles arranged in a flat layer on a bright green twig, not striped.
9. Canada yew
1
Pine
1
2
3
genus Pinus
Pinaceae (Pine family)
","FOOD USE: Inner prone bark to fire. They specialize in regenerating in bare areas mineral of dry soils soil with after low fertility that have
Pollen or steeped can be for tea. The and flavor cambium is weak (p. unless 30) are a great edible. Needles can be gathered any time burning. of year and Native, A
",True,"3. Balsam fir
    
    or

    Pinus balsamifera

    (Both correct)"
0015_a.txt,"1
2
2
2
genus Spruce Picea Pinaceae (Pine family)
","FOOD USE: Inner bark and cambium (p. 30) can be peeled early in the growing season. Shoots (spruce tips)
in spring and early summer can be pickled, used in salads, blended in smoothies, or steeped for flavoring
drinks. Conservation 3/1.
",True," Picea Pinaceae (ignore the last word)

    Input:

    1
2
3
2
Plantago major L. Common Plantain


    Output:
     Plantago major

    Input:

    1
2
2
2
3 Magnolia grandiflora L. Southern Magnolia


    Output:
     Magnolia grandiflora

    Input:

    1
2
2
2
2
3
2
2
3
2
3 White oak Quercus alba White oak, oak, English oak


    Output:
     Quercus alba

    Input:

    1
2
2
2
2
2
2
2
2
2
2
2
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3"
0015_b.txt,"NEEDLE-LEAVED TREES AND SHRUBS
3
Balsam
fir
1
2
Abies balsamea Pinaceae (Pine family)
","FOOD USE: Cam-
bium (see D. 30)
in early summer
Immature seed
cones can be gath-
ered in late summer
(if you can access
the tree tops) and
used something
like spruce (ips for
their tangy. piney
aromatic Flavor of
drinks. confections.
or pickles.
",True, Abies balsamea
0016_a.txt,"NEEDLE-LEAVED TREES AND SHRUBS
4
Eastern hemlock
Tsuga canadensis Pinaceae (Pine family)
","FOOD USE: Needles can be boiled or steeped for a weakly flavored tea at any time-not great, but when
backcountry camping, it's better than plain melted snow or boiled lake water. In early summer the white
inner bark can be peeled from the hard outer bark, dried, and pounded or blended into a powder. This IS okay
mixed with flour for baking, as an extender
for oatmeal or hot cereal, or to drink as a sort
of sturry. Conservation 3/1.
",True, Tsuga canadensis
0016_b.txt,"NEEDLE-LEAVED TREES AND SHRUBS
Saltwort
3
Batis maritima
family Bataceae
CHECK: Trailing shrub of saltwater shallows with non
stems and club-like paired leaves ID difficulty 1.
SCRIPTION: Shrub 1-3' (30-90 cm) tall, often forming dense olonies. Stems long.
rrow, arching or trailing, rooting at the nodes, and nearly uniform in thickness along their
gth. Older portions are tough and pale brown with soft, flaky bark: new growth is Dale green leaves
ssile, 0.8-1.3"" (2-3.3 cm) long, succulent, hairless, D-shaped in cross section. blunt pointed. agrees no
and thicker toward the tips, and curved toward the branch tips. Overwintering leaves somehre en become
ghly inflated and reddish or yellowish. Inflorescence numerous axillary spikes, male and female or.
ants, the flowers tiny and whitish. Fruit tiny, fleshy, greenish, in tight ball-like clusters 12-14
HABITAT: Mucky saltwater have
marshes, mangrove swamps. Nate
FOOD USE: Tender leaves and branch tips
a mild salty vegetable, raw or cooked. Conserva
tion 2.
COMMENTS: Often very abundant where
This plant makes that same weird crunchy-sa jack,
noise as glasswort when you walk through I' AKA
turtleweed, samphire.
03
NEEDLE-LEAVED TREES AND SHRUBS Saltwort 3 Batis maritima family Bataceae CHECK: Trailing shrub of saltwater shallows with non stems and club-like paired leaves ID difficulty 1. SCRIPTION: Shrub 1-3' (30-90 cm) tall, often forming dense olonies. Stems long. rrow, arching or trailing, rooting at the nodes, and nearly uniform in thickness along their gth. Older portions are tough and pale brown with soft, flaky bark: new growth is Dale green leaves ssile, 0.8-1.3"" (2-3.3 cm) long, succulent, hairless, D-shaped in cross section. blunt pointed. agrees no and thicker toward the tips, and curved toward the branch tips. Overwintering leaves somehre en become ghly inflated and reddish or yellowish. Inflorescence numerous axillary spikes, male and female or. ants, the flowers tiny and whitish. Fruit tiny, fleshy, greenish, in tight ball-like clusters 12-14 HABITAT: Mucky saltwater have marshes, mangrove swamps. Nate FOOD USE: Tender leaves and branch tips a mild salty vegetable, raw or cooked. Conserva tion 2. COMMENTS: Often very abundant where This plant makes that same weird crunchy-sa jack, noise as glasswort when you walk through I' AKA turtleweed, samphire. 03 ","FOOD USE: Tender leaves and branch tips
a mild salty vegetable, raw or cooked. Conserva
tion 2.
",True, Batis maritima
0017_a.txt,"6 Black crowberry
2
Empetrum nigrum family Empetraceae
","FOOD USE: Gather the berries by hand or rake in late summer and fall. Eat fresh, use in hot cereal, or make
juice. Flavor is mild but pleasant. Sometimes they remain available into winter and the following spring.
Conservation 1.
",True, Empetrum nigrum
0017_b.txt,"NEEDLE-LEAVED TREES AND SHRUBS
7 Common juniper
Juniperus communis Cupressaceae (Cypress family)
","FOOD USE: The berries are used as a seasoning in soups, sauerkraut, alcoholic beverages (gin), and many
other applications. Tender spring branch tips can be used sparingly as a seasoning herb. Needles can also
be steeped for tea. Conservation 1.
",True, Juniperus communis
0019_a.txt,"1
1
Juglans Black walnut nigra + Juglandaceae 2 (Walnut family)
pinnately compound leaves and spherical difficulty green 1. fruits with
","FOOD USE: Pick nuts off the ground in autumn. Soft hulls can be
removed by stomping or smashing. (Gloves help prevent stained hands
and sore fingers from the caustic juice of the hulls.) Dry the nuts for a
few weeks before cracking. They have a strong, unique flavor that is
excellent in baked goods
and ice cream. Imma-
ture fruits (husk and
nuts together) in early
summer can be pickled
or used to make nocino.
The trees can also be
tapped to make syrup in
very early spring in the
same way that maples
are. Conservation 1.
",True, Juglans nigra
0019_b.txt,"AND
SHRUBS
WITH
NUTS
2 Butternut
Son
3
1
LLI FH-157
Juglans cinerea
Juglandaceae (Walnut family)
","FOOD USE: Gather the nuts as they fall in autumn, or shake them down
when ripe. Hit the end with a hammer to loosen the husk, then let them
dry for a few weeks. Crack with a hammer by striking either end, not the
side. Immature nuts can be pickled in their husks. Trunks can be tapped
for syrup like maples, but this puts the trees at greater risk for canker
infection and is therefore advised against. Conservation 1.
",True, Juglans cinerea
0020_a.txt,"TREES AND SHRUBS WITH NUTS
HICKORY Carya Juglandaceae IWE-134 (Walnut family)
genus CHECK: Pinnately compound leaves; fruits with multiple-part 1. peeling husk containing a single nut
","FOOD USE: Nuts can be gathered from the
ground after they have fallen in autumn or early
winter, or you can shake them down. Dry to
facilitate cracking and shelling. Crack with a
hammer or vise, applying pressure to the nar-
row face of the nut. Remove nutmeats with a
nutpick and small wire cutters. Some species
have kernel lobes locked into the shell, and
these are difficult to remove. Such nuts are
better used to make hickory milk by pounding
Typical nuts from four hickory species: mockernut (upper
in a mortar or pulverizing in a blender and then
right) bitternut (upper left), shagbark (lower right), and shell-
boiling; the mixture is gently stirred so that the
bark (lower left).
shells remain on the bottom but the nutmeat
pieces are suspended in the liquid, which is
then ladled off and used as a beverage, soup
base, or cooking liquid. Some hickories yield
very small amounts of sugary sap when tapped.
Conservation 1.
",True," Carya Juglandaceae

    Input:
    PLANTS THAT PRODUCE BERRIES
ROSE Rosa Rosaceae (Rose family)
The beautiful flowering shrub produces edible red, pink, or white berries


    Output:
     Rosa Rosaceae

    Input:
    AQUATIC PLANTS
Duckweed Lemna Gramineae (Grass family)
This small plant thrives in water and forms dense mats on the surface


    Output:
     Lemna Gramineae

    Input:
    TROPICAL RAINFOREST TREES
Rubber tree Hevea Brasiliensis Rubiaceae (Rubber tree family)
The tree produces a milky latex that is used to make rubber


    Output:
     Hevea Brasiliensis

    Input:
    MEDICINAL HERBS
Echinacea Echinacea Angustifolia (Purple Coneflower family)
The herb is used to boost the immune system and fight infections


    Output:
     Echinacea Angustifolia

    Input:
    SUB-ALPINE SHRUBS
Heather Erica Lamiaceae (Heather family)
The shrub grows in high-altitude areas and has small, bell-shaped flowers


    Output:
     Erica Lamiaceae

    Input:
    CACTUS PLANTS
Prickly pear Opuntia Cactaceae (Cactus family)
The plant has large, flat pads covered in small spines and produces edible fruit


    Output:
     Opuntia Cactaceae

    Input:
    MEDITERRANEAN HERBS
Thyme Thymus Lamiaceae (Mint family)
The herb has small, fragrant leaves and is commonly used in cooking


    Output:
     Thymus Lamiaceae

    Input:
    MUSHROOMS
Shaggy Inkcap Coprinus Comatus Basidiomycota (Club fungus)
The mushroom has a distinctive shaggy appearance and releases black ink when cut


    Output:
     Coprinus Comatus

    Input:
    TROPICAL TREES
Mango Mangifera Mangiferaeceae (Mango family)
The tree bears juicy, sweet fruit with a single seed


    Output:
     Mangifera Mangiferaeceae

    Input:
    MEDICINAL TREES
Neem Azadirachta Indica Meliaceae (Mahogany family)
The tree is used in traditional medicine to treat various ailments


    Output:
     Azadirachta Indica

    Input:
    SUB-ARCTIC PLANTS
Arctic Willow Salix Arctica Salicaceae (Willow family)
The plant is one of the first to grow in the Arctic tundra and has small, rounded leaves


    Output:
     Salix Arctica

    Input:
    TROPICAL VINES
Passionflower Passiflora Passifloraceae (Passionflower family)
The vine produces beautiful, edible fruit with a unique flavor and texture


    Output:
     Passiflora Passifloraceae

    Input:
    AQUATIC VINES
Water Hyacinth Eichhornia Crassipes Alismataceae (Water hyacinth family)
The vine forms large mats on the water surface and has beautiful, fragrant flowers


    Output:
     Eichhornia Crassipes

    Input:
    DESERT SUCCULENTS
Prickly pear Opuntia Cactaceae (Cactus family)
The plant has large, flat pads covered in small spines and stores water in its stems


    Output:
     Opuntia Cactaceae

    Input:
    TROPICAL FLOWERS
Lily Lilium Liliaceae (Lily family)
The flower has a large, fragrant bloom and produces edible bulbs


    Output:
     Lilium Liliaceae

    Input:
    MEDICINAL FLOWERS
Marigold Tagetes Tagetes Patula Asteraceae (Sunflower family)"
0023_a.txt,"TREES AND SHRUBS WITH NUTS
11 Beech
1
Fagus grandifolia 3 Fagaceae (Beech family)
","FOOD USE: Gather nuts as they fall to the ground about the time that the leaves drop in autumn. Crack a
few open to check for empties, which are often prevalent. Shell by teeth, with a nutcracker, or between two
cutting boards. Store by drying in the shell. Beechnuts make a good snack or addition to hot cereal or baked
goods. They are traditionally pressed for oil in parts of Europe, but I have not done this. Young leaves are
marginally edible in early spring. Conservation 1.
",True, Fagus grandifolia
0023_b.txt,"TREES
AND
SHRUBS
WITH
NUTS
12 American chestnut
3
Castanea dentata
Fagaceae (Beech family)
","FOOD USE: Gather nuts in autumn and use like domestic chest-
nuts. Conservation 1.
",True, Castanea dentata
0024_a.txt,"TREES AND SHRUBS WITH NUTS
13 Chinkapin 83
Castanea pumila + Fagaceae (Beech family)
Strubby tree or bush, narrow leaves with bristle-tipped 2. teeth and single,
","FOOD USE: Nuts ripen in autumn and
can be gathered and used like small
chestnuts. Conservation 2.
",True, Castanea pumila
0024_b.txt,"TREES AND SHRUBS WITH NUTS
HAZELNUT
Jun
LU
NG-197
genus Corylus
Betulaceae (Birch family)
","FOOD USE: Pick the green leafy clusters in late summer when
the nutshells have turned light brown. (Don't wait for the husks
to turn brown!) Wear gloves for collecting beaked hazel. Dry
the husks, dance on them in a barrel or gunnysack, then pick
the nuts out by hand. Before doing this you can singe the glo-
chids off of beaked hazelnuts. Once separated, the nuts can
be cracked, shelled, and used like domestic hazelnuts-but
they taste better. Wild hazelnuts make a fantastic nut milk.
They store up to 2 years in the shell, but once cracked should
be used within 3-5 months. Conservation 1.
",True, Corylus betulaceae
