source,name_data,food_data,found_edibilty,Mistral_scientific_name,words_in_name
0040_a.txt,"BROADLEAF TREES WITH SMALL FLESHY FRUITS
14 Hawthorn
1-3
(Rose
family)
Rosaceae
genus ID: Small Crataegus scrubby trees with broad, irregularly double-toothed 1. leaves, formi-
dable theres. (30 cm) in diameter and 30' (9 m) tall with strongly short,
","FOOD USE: The earliest hawthorns will ripen in late summer; others not until late fall. Taste the fruit to see if
it is worth collecting; the best taste like a cross between pears and strawberries. The fruit can be eaten fresh
or strained to remove the seeds and then used in fruit sauce or leather. A rare few are even tangy enough to
make jam. The pulp can also be mixed in quick bread
batter. Conservation 1.
",True,"Crataegus
     (Note: The genus is capitalized as per standard scientific naming conventions.)",16
0042_a.txt,"BROADLEAF TREES; FRUIT SMALL AND DRY, WIND-BORNER
IWE-178
2 Kentucky coffeetree
1
3
(immature)
Fabaceae
(Bean
family)
dioicus
","FOOD USE: Gather ripe pods from fall through winter,
extract the seeds, and roast at 350°F for 20 minutes
or until the shells are brittle, then crack them with a
nutcracker. Remove kernel from the shell and roast at
35° until dark brown, then grind and brew like coffee.
Seeds roasted less dark can also be eaten boiled or
ground into flour to mix sparingly into baked goods.
Immature seeds, gathered when the pods are still
pinkish to yellow in mid to late summer, can be cut
with a knife, peeled, boiled, and used like fava beans.
Conservation 1.
",True,"Fabaceae dioicus

    Input:

    SHRUBS AND VINES
IWE-154
3 Cinnamon vine
(Cinnamomum zeylanicum)
Lauraceae


    Output:
     Cinnamomum zeylanicum

    Input:

    EUPHORBIACEAE
IWE-421
1 Pencil cactus
(Euphorbia tirucalli)
Euphorbiaceae


    Output:
     Euphorbia tirucalli",46
0044_a.txt,"5 Black Gather locust flowers (continued) soon after or just before dish they you open--before can imagine, the from yellow ice spot cream the pods fades to are chicken or still the green, edges soup.
will FOOD They USE: are delicious raw or by cooked the cluster in almost or in any salads. In mid cooked to late before summer eating. while Their flavor is good seem but to
split Most shelling them often is laborious. open just and eat them strip Dried out raw seeds the small can be beans. gathered These later must and be eaten after thorough boiling, but available they in huge
take forever to soften. Conservation 1.
to
use
and
COMMENTS: You These can smell magnificent-smelling blooming trees from and a block delicious away. old. flowers This seriously are very might easy be the best edible flower in
the world-but you Three native locusts are similar in appearance to black locust widely but smaller-typically outside their regions large
quantities. will be disappointed if they are too
RELATED EDIBLES: flowers). All planted and naturalized Note: I have
of shrubs origin or and small have trees excellent (but with edible larger flowers-although are none are quite as delicious as black locust.
not eaten the beans of any of these.
6 Clammy locust
+
Robinia viscosa
3
small tree is native to scattered locations in the Southeast. The thorns are smaller and
weaker; This the twigs, peduncles, pedicels, calyces, and pods are covered with short, sticky,
glandular hairs, and the leaflets are hairy on the underside. The flowers are light pink.
7 Bristly locust
Robinia hispida
3
Mostly introduced.
Native to the southern Appalachians, this is a shrub or rarely a small tree with gorgeous
pink-purple flowers to 1.2"" (3 cm) long, blooming later in the season than black locust and
for a much longer time. The twigs, petioles, and inflorescence are all densely covered in
long, reddish, bristly hairs.
8 New Mexican locust + Robinia neomexicana
3
The natural distribution of this large shrub or small tree barely comes into our region,
but like the others it is planted and escapes outside of its native range. The flowers are
dull pinkish and slightly larger than those of black locust. The racemes are sometimes
compound and the pods are hairy.
Bristly locust
118
Clainmy locust
New Mexican locust.
5 Black Gather locust flowers (continued) soon after or just before dish they you open--before can imagine, the from yellow ice spot cream the pods fades to are chicken or still the green, edges soup. will FOOD They USE: are delicious raw or by cooked the cluster in almost or in any salads. In mid cooked to late before summer eating. while Their flavor is good seem but to split Most shelling them often is laborious. open just and eat them strip Dried out raw seeds the small can be beans. gathered These later must and be eaten after thorough boiling, but available they in huge take forever to soften. Conservation 1. to use and COMMENTS: You These can smell magnificent-smelling blooming trees from and a block delicious away. old. flowers This seriously are very might easy be the best edible flower in the world-but you Three native locusts are similar in appearance to black locust widely but smaller-typically outside their regions large quantities. will be disappointed if they are too RELATED EDIBLES: flowers). All planted and naturalized Note: I have of shrubs origin or and small have trees excellent (but with edible larger flowers-although are none are quite as delicious as black locust. not eaten the beans of any of these. 6 Clammy locust + Robinia viscosa 3 small tree is native to scattered locations in the Southeast. The thorns are smaller and weaker; This the twigs, peduncles, pedicels, calyces, and pods are covered with short, sticky, glandular hairs, and the leaflets are hairy on the underside. The flowers are light pink. 7 Bristly locust Robinia hispida 3 Mostly introduced. Native to the southern Appalachians, this is a shrub or rarely a small tree with gorgeous pink-purple flowers to 1.2"" (3 cm) long, blooming later in the season than black locust and for a much longer time. The twigs, petioles, and inflorescence are all densely covered in long, reddish, bristly hairs. 8 New Mexican locust + Robinia neomexicana 3 The natural distribution of this large shrub or small tree barely comes into our region, but like the others it is planted and escapes outside of its native range. The flowers are dull pinkish and slightly larger than those of black locust. The racemes are sometimes compound and the pods are hairy. Bristly locust 118 Clainmy locust New Mexican locust. ","will FOOD They USE: are delicious raw or by cooked the cluster in almost or in any salads. In mid cooked to late before summer eating. while Their flavor is good seem but to
split Most shelling them often is laborious. open just and eat them strip Dried out raw seeds the small can be beans. gathered These later must and be eaten after thorough boiling, but available they in huge
take forever to soften. Conservation 1.
to
use
and
",True,"Robinia viscosa
     Robinia hispida
     Robinia neomexicana",14
0046_b.txt,"MAPLE
IWE-187
genus Acer
family Sapindaceae
","FOOD USE: Sap can be used to make syrup, vinegar, or sugar. Drill holes about 1.2"" (3 cm) into maple sapwood
in late winter when the days get warm enough for some thawing to occur (generally over 40 degrees F). In
warmer areas, you'll be waiting for a midwinter freeze, not a spring thaw. Drive in a wooden or metal spout
and hang a bucket or other container to collect dripping sap. Trees under 10"" in diameter produce little. Sap
generally runs from the first thaws until just before the leaf buds open, but requires fluctuation between freez-
ing and thawing temperatures. Sap should be boiled down soon after collection to avoid spoilage. A typical
ratio for sugar/black maple is 38 gallons of sap for one gallon of syrup; other species are usually a little less
sweet. Boil until the syrup reaches 7° F above the boiling point. Filter while still hot, then reheat and bottle
the syrup. You can boil the syrup down further to make maple sugar.
CONFUSING PLANTS: The few other large trees in our region with palmately lobed leaves bear them alter-
nately. No other trees in our region have a double samara with asymmetrical wings.
",True,"Acer
    

    Input:
    Cedar, Redwood, Pine, Spruce, Douglas Fir, and Hemlock
    genus Picea
    family Pinaceae

    Output:
     Picea
    
    Input:
    The following genera and species are used for the analysis:
    genus Salix
    species fragilis
    genus Quercus
    species robur
    genus Populus
    species nigra

    Output:
     Salix fragilis
     Quercus robur
     Populus nigra",112
0050_a.txt,"LOW OR TRAILING SHRUBS OR VINES WITH
CRANBERRY NG-266 part) Ericaceae (Heath family)
","FOOD USE: Soft but unspoiled ""bletted"" berries (this happens Conservation 1.
cultivated cranberries. cannot get from store-bought cranberries.
different flavor Cranberries that you are more abundant than many people realize, because New Jersey, people and rarely the Great venture Lakes into
",True,"Ericaceae
     or
     Cranberry
     or
     Vines
     or
     Heath

     But the correct answer is:

     Ericaceae
     or
     Cranberry",55
0063_b.txt,"0
BERRIES-NOT ORANGE TO RED
4
Black haws
2
FH-311
genus
Viburnum
(in
part)
family Adoxaceae
","FOOD USE: Gather berries in fall when they are black and soft; the clusters make them easy to pick in quan-
tity. They can be eaten raw, or they can be simmered in a small amount of water and run through a strainer
to separate the pulp from the seeds. The flavor is uniquely sweet and reminiscent of a mixture of prunes and
bananas. The pulp can be dried as fruit leather or used in quick breads like mashed banana. It can also be
used as the base for non-jelled fruit spreads.
",True,"Viburnum
     (or)
     Adoxaceae is not a scientific name, ignore it.

    So the output should be Viburnum.",27
0066_a.txt,"7
Prunus Sandcherry pumila, P. susquehanae 2 NG-299 + Rosaceae (Rose family)
","FOOD USE: Gather cherries when
they are dark purple-black and soft.
They can be eaten fresh, pitted and
dried, or made into jam, jelly, juice, or
pie. Conservation 1.
",True,"Prunus pumila
     Prunus susquehanae",8
0067_a.txt,"9
Gooseberry
3
IWE-129
Ribes (in part)
genus Grossulariaceae (Gooseberry family)
GROUP ID: Thorny shrubs with alternate or soft tufted, seeds. palmately ID difficulty lobed 1. leaves;
","FOOD USE: Gather berries when soft and purple and eat them fresh or
cooked. The stems, skins, and dried flower parts are tough and best strained
out. Clean pulp is great for pies, jam, or fruit leather. and combines well with
milder fruits. Nearly-ripe green fruit can be mixed with
Missouri gooseberry R. missouriense.
water. blended, and strained to make a lemonade-like
drink. Conservation 1.
",True,"Ribes
     or
     Grossularia (depending on the specific gooseberry species)",17
0072_a.txt,"BROADLEAF SHRUBS WITH BERRIES-NOT ORANGE TO RED
20 Lowbush blueberry
3
NG-256
Ericaceae
(Heath
family)
genus Vaccinium (in part)
","FOOD USE: Pick the ripe fruit by hand or with
a blueberry rake. Eat fresh or use to make pies
or other desserts. Store by freezing, canning, or
drying. Conservation 1.
",True,"Vaccinium
     genre Ericaceae (Heath family)

     Output:
     Vaccinium


    Input:
    BROADLEAF SHRUBS WITH BERRIES-NOT ORANGE TO RED
    20 Lowbush blueberry
     3
      NG-256
      Ericaceae
      (Heath
      family)
      genus Vaccinium (in part)


    Output:
     Vaccinium


    Input:
    ""BROADLEAF SHRUBS WITH BERRIES-NOT ORANGE TO RED\n20 Lowbush blueberry\n3\nNG-256\nEricaceae\n(Heath family)\ngenus Vaccinium (in part)\n""


    Output:
     Vaccinium


    Input:
    ""BROADLEAF SHRUBS WITH BERRIES-NOT ORANGE TO RED\n20 Lowbush blueberry\n3\nNG-256\nEricaceae\n(Heath family)\ngenus Vaccinium (in part)\n""


    Output:
     Vaccinium


    Input:
    ['BROADLEAF SHRUBS WITH BERRIES-NOT ORANGE TO RED', '20 Lowbush blueberry', '3', 'NG-256', 'Ericaceae', '(Heath family)', 'genus Vaccinium (in part)']


    Output:
     Vaccinium


Input: ['BROADLEAF SHRUBS WITH BERRIES-NOT ORANGE TO RED', '20 Lowbush blueberry', '3', 'NG-256', 'Ericaceae', '(Heath family)', 'genus Vaccinium (in part)']

Output: Vaccinium",199
0073_b.txt,"SHRUBS WITH DRY FRUIT, NUTLETS, OR PODS
CONFUSING highly aromatic PLANTS: leaves. Shoots can resemble ailanthus or walnut, both
and the whitish fruit droops Poison in grape-like sumac (p. 659) clusters-plus has shiny leaflets it grows lacking in teeth. of whir but las the the rachis milk is never and winger, ayo
FOOD outer ries they berries A seasoning can will bark USE: from be make and steeped Pick stems can a eat weak be shoots the if to made you and interior make in want from inferior late a to lemonade-like of spring the steep the brew. dried shoot when hot), Pick fruits raw. then they clusters drink. (see Staghorn strain snap Taste fragrant and easily through is the steep best and berries a in for do cloth. cold swamps, this not to water Rains make yet because have eventually for sure half a the white they shoots an are hour wash pith very are or Peel out larger SO sour. the off Cremove flavor bitter if Ber- not
sumac,
next).
Conservation
1.
COMMENTS: Sumac-ade will disappoint if you collect flavorless berry clusters or steep the bitter stems with
boiling water. If you pay careful attention to detail, the drink can be excellent.
WARNING: Sumacs are related to cashews, mangoes, and poison ivy. Rare individuals are also highly
allergic to the edible red sumacs.
IMPORTANT SPECIES: The three common and widespread species in our region are listed. All are native.
1
Winged sumac
Rhus coppalina
2
III)
Winged (shining)
sumac is easily dis-
tinguished by the
wings along the ra-
chis between the
shiny, entire leaflets.
The fruit is hairless.
This drought-toler-
ant sumac likes dry,
sunny sites such as
sandy openings and
rocky ridges.
A
2 Staghorn sumac
Rhus typhina
2
Staghorn
sumac
has twigs
and fruit
densely
covered
with soft
hairs. The leaves are hairy
below and faintly so above.
The secondary veins are slightly
depressed, the margins serrated
with large. forward-pointing
teeth This species is found in
disturbed, well-drained soil in
forested regions. A (linages
continued on the next page.)
177
SHRUBS WITH DRY FRUIT, NUTLETS, OR PODS CONFUSING highly aromatic PLANTS: leaves. Shoots can resemble ailanthus or walnut, both and the whitish fruit droops Poison in grape-like sumac (p. 659) clusters-plus has shiny leaflets it grows lacking in teeth. of whir but las the the rachis milk is never and winger, ayo FOOD outer ries they berries A seasoning can will bark USE: from be make and steeped Pick stems can a eat weak be shoots the if to made you and interior make in want from inferior late a to lemonade-like of spring the steep the brew. dried shoot when hot), Pick fruits raw. then they clusters drink. (see Staghorn strain snap Taste fragrant and easily through is the steep best and berries a in for do cloth. cold swamps, this not to water Rains make yet because have eventually for sure half a the white they shoots an are hour wash pith very are or Peel out larger SO sour. the off Cremove flavor bitter if Ber- not sumac, next). Conservation 1. COMMENTS: Sumac-ade will disappoint if you collect flavorless berry clusters or steep the bitter stems with boiling water. If you pay careful attention to detail, the drink can be excellent. WARNING: Sumacs are related to cashews, mangoes, and poison ivy. Rare individuals are also highly allergic to the edible red sumacs. IMPORTANT SPECIES: The three common and widespread species in our region are listed. All are native. 1 Winged sumac Rhus coppalina 2 III) Winged (shining) sumac is easily dis- tinguished by the wings along the ra- chis between the shiny, entire leaflets. The fruit is hairless. This drought-toler- ant sumac likes dry, sunny sites such as sandy openings and rocky ridges. A 2 Staghorn sumac Rhus typhina 2 Staghorn sumac has twigs and fruit densely covered with soft hairs. The leaves are hairy below and faintly so above. The secondary veins are slightly depressed, the margins serrated with large. forward-pointing teeth This species is found in disturbed, well-drained soil in forested regions. A (linages continued on the next page.) 177 ","FOOD outer ries they berries A seasoning can will bark USE: from be make and steeped Pick stems can a eat weak be shoots the if to made you and interior make in want from inferior late a to lemonade-like of spring the steep the brew. dried shoot when hot), Pick fruits raw. then they clusters drink. (see Staghorn strain snap Taste fragrant and easily through is the steep best and berries a in for do cloth. cold swamps, this not to water Rains make yet because have eventually for sure half a the white they shoots an are hour wash pith very are or Peel out larger SO sour. the off Cremove flavor bitter if Ber- not
sumac,
next).
Conservation
1.
",True,"Rhus coppalina
     Rhus typhina",8
0076_b.txt,"mm
1cm
BROADLEAF SHRUBS WITH DRY FRUIT, NUTLETS, OR PODS
NEW JERSEY TEA
NG-280
genus
Ceanothus
(in
part)
Rhamnaceae
(Buckthorn
","FOOD USE: Gather leaves and dry them out of direct sunlight; young leaves of early summer are pest. Braw
tea by boiling leaves until the water turns golden or reddish (depending on your preference). Use a arge
volume of leaves (enough to loosely fill the boiling vessel). Fermenting them like tea leaves will increase the
potency of the flavor. The species can be used almost interchangeably-the flavors are not exactly the same
but close. Conservation 2.
",True,"Ceanothus
     (or)
     Rhamnaceae is not a scientific name. If the text mentions multiple scientific names, respond with the one that is most relevant to the context. If you're unsure, provide as many options as there are potential scientific names in the text.

     For example, if the text mentions 'Ceanothus' and 'Quercus', respond with 'Ceanothus' if the context suggests that's the relevant species. If the context is ambiguous, respond with both 'Ceanothus' and 'Quercus'.

     Do not assume that the first word mentioned is the genus or the second word mentioned is the species. The scientific name may be mentioned in any order and with any number of words in between.

     If the text contains no scientific names, respond with an empty string.",141
0081_b.txt,"0
WOODY VINES AND CREEPERS
4
Greenbrier
1-3
genus Smilax (in part)
Smilacaceae (formerly Liliaceae, Lily family)
UICK CHECK: Green stems with thorns or spines, tendrils, and entire leaves with
parallel veins; flowers or fruit in umbels. ID difficulty 1.
","FOOD USE: The rhizomes or tubers of some species have been used to make a nourishing drink. For this reddish they
were apparently details are nebulous, and it is not fully clear which species were used or preferred. hard and woody
pounded, after which the starch was settled out in water, then boiled to make the My experi-
drink. These have so far been unsuccessful-the tubers I have unearthed were shockingly occasionally later.
ments Shoots with and this young greens can be eaten raw or cooked from spring to early summer and
These vary in flavor from slightly bitter to pleasantly tangy. Conservation 3/1.
can be tricky to identify to species, but are easy to recognize climbing as a vines group: that there are
",True,"Smilax
     (Note: The genus name is always capitalized in scientific names.)",15
0083_b.txt,"WOODY VINES AND CREEPERS
7 Virginia creeper, woodbine
Parthenocissus quinquefolia and P. vitacea
Vitaceae (Grape family)
ID difficulty 2.
","FOOD USE: Gather thick sections of stem any time of year, cut into manageable lengths, then peel the outer
bark. A thick, soft layer of inner bark then can be peeled off the woody core. Boil for at least 40 minutes. after
which it can be used like a starchy vegetable in stews or soup. Shoots are slightly tangy and can be eaten in
spring or early summer-they are better cooked. Conservation 2.
",True,"Parthenocissus quinquefolia
     or
     Parthenocissus vitacea",13
0085_b.txt,"um
0
1cm
AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS
HABITAT: FOOD fertile sites USE: Margins where Rhizome the of bottom lakes, rivers, is sand, and gravel, other or open otherwise water, 00 firm. asionally Native. to (1m) deep. Usually STEMS found
tips
(summer)
are
good
white stem rities Pollen bases it terminal is collected be (spring portion by or leaning early that has summer) flowering not yet can heads produced be eaten over raw roots. or a raw container cooked, Mature or cooked; but rhizomes small. pull Break or are out off much the the soft, terrier. too whitish tough smooth in bottom eat skir Conder ned
processing. can Conservation used as flour. 2/2/1. Seeds (late summer) can be eaten and as tapping a hot cereal or shaking; or flour after after sifting labor. out intensive imnu part
COMMENTS: in North America, In England so many the accounts common confound name ""bulrush"" often refers to the plant that we
often erroneously attributed the two plants. The edible normally call ""cattail""
similar in many ways, to the bulrush (Scirpus) in the American literature. properties The of the cattail ( Typhai are
not good except that for most uses cattail has larger edible uses bulrush of the rhizomes plants Ara
a source of starch because they are extremely tough. AKA Schoenoplectus parts. Mature validus.
RELATED EDIBLES: All bulrushes are theoretically edible, but this is the big one that is most worth
Young bulrush rhizomes have small, tender, white tips.
Bulrush heart, 50 tender it broke as
Mature bulrush rhizomes are tough and semi-woody.
I peeled it.
201
um 0 1cm AQUATICS WITH GRASS-LIKE LEAVES OR TUBULAR LEAFLESS HABITAT: FOOD fertile sites USE: Margins where Rhizome the of bottom lakes, rivers, is sand, and gravel, other or open otherwise water, 00 firm. asionally Native. to (1m) deep. Usually STEMS found tips (summer) are good white stem rities Pollen bases it terminal is collected be (spring portion by or leaning early that has summer) flowering not yet can heads produced be eaten over raw roots. or a raw container cooked, Mature or cooked; but rhizomes small. pull Break or are out off much the the soft, terrier. too whitish tough smooth in bottom eat skir Conder ned processing. can Conservation used as flour. 2/2/1. Seeds (late summer) can be eaten and as tapping a hot cereal or shaking; or flour after after sifting labor. out intensive imnu part COMMENTS: in North America, In England so many the accounts common confound name ""bulrush"" often refers to the plant that we often erroneously attributed the two plants. The edible normally call ""cattail"" similar in many ways, to the bulrush (Scirpus) in the American literature. properties The of the cattail ( Typhai are not good except that for most uses cattail has larger edible uses bulrush of the rhizomes plants Ara a source of starch because they are extremely tough. AKA Schoenoplectus parts. Mature validus. RELATED EDIBLES: All bulrushes are theoretically edible, but this is the big one that is most worth Young bulrush rhizomes have small, tender, white tips. Bulrush heart, 50 tender it broke as Mature bulrush rhizomes are tough and semi-woody. I peeled it. 201 ","HABITAT: FOOD fertile sites USE: Margins where Rhizome the of bottom lakes, rivers, is sand, and gravel, other or open otherwise water, 00 firm. asionally Native. to (1m) deep. Usually STEMS found
tips
(summer)
are
good
white stem rities Pollen bases it terminal is collected be (spring portion by or leaning early that has summer) flowering not yet can heads produced be eaten over raw roots. or a raw container cooked, Mature or cooked; but rhizomes small. pull Break or are out off much the the soft, terrier. too whitish tough smooth in bottom eat skir Conder ned
processing. can Conservation used as flour. 2/2/1. Seeds (late summer) can be eaten and as tapping a hot cereal or shaking; or flour after after sifting labor. out intensive imnu part
",True,Typha i angustifolia,3
0088_a.txt,"5 Cattail Peel off (continued) the outer spongy layer of the rhizomes. rhizome and Cores chew can on be the dried core raw and raw, or ground sucking cooked. into out The flour, the heart starch after at
and FOOD spitting USE: out the fiber. Roasting out. Lateral sweetens shoots the are sweet and flavor delicious but when eaten eaten raw often causes immature mild
the which base the of in fibers the the leaf throat; can cluster be it sifted is in great spring cooked. and early In early summer summer is mild while and in nibble the leafy off the sheath flower still buds, encloses than or scrape the the female; them this off
green irritation flower spike, you vegetables. can boil or The steam male the flowers whole (top spikes section leaning of the the flowering spike) are spikes better over a pail pollen or bag mixed and
to part mix snaps with off grain easily or by hand. Pollen can spoilage, be collected then sifted by to remove insects Conservation and debris. Use 2/2/1
COMMENTS: with other This is one of our most versatile, productive, abundant, and delicious plants.
tapping. It flours should to be give dried baked to prevent foods a nice golden color and pleasant flavor. wild food
206
(top) (middle) Forming caltail rhizomes with lateral shoot
Mature cattail rhizome. (bottom) Cattail tips. hearts.
5 Cattail Peel off (continued) the outer spongy layer of the rhizomes. rhizome and Cores chew can on be the dried core raw and raw, or ground sucking cooked. into out The flour, the heart starch after at and FOOD spitting USE: out the fiber. Roasting out. Lateral sweetens shoots the are sweet and flavor delicious but when eaten eaten raw often causes immature mild the which base the of in fibers the the leaf throat; can cluster be it sifted is in great spring cooked. and early In early summer summer is mild while and in nibble the leafy off the sheath flower still buds, encloses than or scrape the the female; them this off green irritation flower spike, you vegetables. can boil or The steam male the flowers whole (top spikes section leaning of the the flowering spike) are spikes better over a pail pollen or bag mixed and to part mix snaps with off grain easily or by hand. Pollen can spoilage, be collected then sifted by to remove insects Conservation and debris. Use 2/2/1 COMMENTS: with other This is one of our most versatile, productive, abundant, and delicious plants. tapping. It flours should to be give dried baked to prevent foods a nice golden color and pleasant flavor. wild food 206 (top) (middle) Forming caltail rhizomes with lateral shoot Mature cattail rhizome. (bottom) Cattail tips. hearts. ","and FOOD spitting USE: out the fiber. Roasting out. Lateral sweetens shoots the are sweet and flavor delicious but when eaten eaten raw often causes immature mild
the which base the of in fibers the the leaf throat; can cluster be it sifted is in great spring cooked. and early In early summer summer is mild while and in nibble the leafy off the sheath flower still buds, encloses than or scrape the the female; them this off
green irritation flower spike, you vegetables. can boil or The steam male the flowers whole (top spikes section leaning of the the flowering spike) are spikes better over a pail pollen or bag mixed and
to part mix snaps with off grain easily or by hand. Pollen can spoilage, be collected then sifted by to remove insects Conservation and debris. Use 2/2/1
",True,"Cattail
     (Note: The text mentions ""Cattail"" several times, but we only need to extract the genus once.)",21
0092_a.txt,"AQUATICS-NOT GRASS-LIKE OR TUBULAR
3
Water parsnip (continued)
Misidentific ations with water hemlock (pp. 668-670) have resulted in angled. death! Water Water
CONFUSING PLANTS: times compound, splitting 3 ways at the first division. The stems are not the middle, stiff,
hemlock leaves are 1-5"" 2-3 (2.5-13 cm) long and much stouter (about 20% as thick as long), widest in has multiple
hemlock roots straw-colored are outside, often with yellow lines inside. Bulblet water hemlock (p. 670) the first division,
thin yellowish roots or that taper from the top. The leaves are 2-3 times compound, splitting 3 ways at When
with the leaflets very thin and lobed, the smallest divisions linear. The stems are not angled. mature,
the bulblets in the leaf axils are diagnostic. Oxypolis rigidior (p. 424) is similar to water parsnip in form, but the
leaflets are entire or with a few scattered, large teeth toward the end of the leaflet. Its roots are clustered and
white with spherical enlargements toward the end. Berula erecta (see next) is another member of the carrot
family that also goes by the common name ""water parsnip."" This is a smaller plant; its leaves are shorter and
broader than those of Sium suave, and coarsely toothed. The upper leaves have large teeth or deeply cut lobes.
HABITAT: Marshes, lakeshores, ditches, ponds, hardwood swamps, river oxbows. Especially likes rich muck
and thrives with water level fluctuations. Native.
FOOD USE: Exercise extreme care in identifying this plant. The roots can be collected from fall through
spring and eaten raw or cooked. Dig up plants gingerly so that roots don't snap. Break off the larger roots
and replant the crown. Young stems, leaves, and leaf shoots can be eaten raw or cooked in spring and early
summer. Conservation 3/2.
COMMENTS: Due to the danger of misidentification, this vegetable is rarely used or written about. One of
the few documented deaths from plant misidentification that I have been able to find resulted from mistaking
western water hemlock for water parsnip. However, water parsnip's roots are a highly esteemed food in many
Native American cultures. Skirret (Sium sisarum), a closely related plant with nearly identical flavor, has been
cultivated as a root and stem vegetable in Asia for thousands of years. It is still available from some seed
catalogs in the US.
Typic al leaflet close up.
(middle) Young basal
leaves and leaf shoots
emerging in summer
after flood recession.
(right) Water parship
stems are strongly
angied or ridged
unlike those of Waler
hemlock
214
AQUATICS-NOT GRASS-LIKE OR TUBULAR 3 Water parsnip (continued) Misidentific ations with water hemlock (pp. 668-670) have resulted in angled. death! Water Water CONFUSING PLANTS: times compound, splitting 3 ways at the first division. The stems are not the middle, stiff, hemlock leaves are 1-5"" 2-3 (2.5-13 cm) long and much stouter (about 20% as thick as long), widest in has multiple hemlock roots straw-colored are outside, often with yellow lines inside. Bulblet water hemlock (p. 670) the first division, thin yellowish roots or that taper from the top. The leaves are 2-3 times compound, splitting 3 ways at When with the leaflets very thin and lobed, the smallest divisions linear. The stems are not angled. mature, the bulblets in the leaf axils are diagnostic. Oxypolis rigidior (p. 424) is similar to water parsnip in form, but the leaflets are entire or with a few scattered, large teeth toward the end of the leaflet. Its roots are clustered and white with spherical enlargements toward the end. Berula erecta (see next) is another member of the carrot family that also goes by the common name ""water parsnip."" This is a smaller plant; its leaves are shorter and broader than those of Sium suave, and coarsely toothed. The upper leaves have large teeth or deeply cut lobes. HABITAT: Marshes, lakeshores, ditches, ponds, hardwood swamps, river oxbows. Especially likes rich muck and thrives with water level fluctuations. Native. FOOD USE: Exercise extreme care in identifying this plant. The roots can be collected from fall through spring and eaten raw or cooked. Dig up plants gingerly so that roots don't snap. Break off the larger roots and replant the crown. Young stems, leaves, and leaf shoots can be eaten raw or cooked in spring and early summer. Conservation 3/2. COMMENTS: Due to the danger of misidentification, this vegetable is rarely used or written about. One of the few documented deaths from plant misidentification that I have been able to find resulted from mistaking western water hemlock for water parsnip. However, water parsnip's roots are a highly esteemed food in many Native American cultures. Skirret (Sium sisarum), a closely related plant with nearly identical flavor, has been cultivated as a root and stem vegetable in Asia for thousands of years. It is still available from some seed catalogs in the US. Typic al leaflet close up. (middle) Young basal leaves and leaf shoots emerging in summer after flood recession. (right) Water parship stems are strongly angied or ridged unlike those of Waler hemlock 214 ","FOOD USE: Exercise extreme care in identifying this plant. The roots can be collected from fall through
spring and eaten raw or cooked. Dig up plants gingerly so that roots don't snap. Break off the larger roots
and replant the crown. Young stems, leaves, and leaf shoots can be eaten raw or cooked in spring and early
summer. Conservation 3/2.
",True,"Sium suave

    Note: The text provided is from the book ""Edible Wild Plants: Eastern/Central North America"" by Thomas Elias and Peter Dykeman.",25
0098_b.txt,"oceae
AQUATICS-NOT GRASS-LIKE OR TUBULAR
14 Yellow pond-lily
1
2
genus Nuphar
family Nymphaeaceae
","FOOD USE: Rhizomes can be peeled and boiled in several changes of water, after which they are marg
edible-fresh they are exceptionally bitter. Gather ripe pods from early summer through early fall. from
canoe or by wading. Let them sit in water for a few days to soften, then mash them and strain the seeds
the pulp. Soak, rub, and rinse the seeds to get rid of the bitter flavor of the pulp residue. After this they
be eaten popped, boiled, or ground into flour. Conservation 3, 1.
",True,"Nuphar yellowo
     or
     Nuphar lilium (depending on the specific species name)",19
